content,sentimen
"Mau upgrade ke premium aja dipersulit banget, udah minta bantuan ke customer service(DIANA), disuruh kirim data lengkap, udah dikirim tetep aja belum ada penyelesaian masalahnya. Padahal data sudah sangat jelas dan lengkap, aneh ya belum diselesaikan juga lambat tidak profesional padahal data sudah sangat lengkap dan jelas kenapa tidak diproses cepat untuk langsung menjadi akun premium??!!! Mohon lah dipercepat saya butuh akun premium untuk melakukan transaksi!!",0
Ok,2
Ganti hp ke hp yg baru gak bisa masuk di suruh bersabar padahal hp yg lama rusak gak kebuka,1
"Parah banget aplikasi dana sesudah update,, tiap deposit kalah mulu udh pindah link sana sini tetep aja rungkad hareuhh harus di perbaiki ini dana yg sekarang, Dulu jp terus sekarang rungkad mulu pake aplikasi Dana",0
manfaat,2
Ok,2
Kenapa dana gk bisa update,1
ok,0
"Aplikasi dongo baru download mau login kode udah bener udah disalin dari wa masih aja salah karena keamanan, apaan dah kagak jelas terus di coba gitu lagi, terus di suruh satu hari lagi baru bisa kirim kode. Donggo emang ni apl",0
OK,2
sangat membantu,2
👍👍👍👍,1
Saya senang bisa,2
aplikasi dana keren dan sangat membantu,2
😄😄,1
Bar ngirim mince,1
Aplikasi buruk tidak bisa untuk login,0
Ok,2
terbaik,2
sangat membantu kebutuhan sehari-hari,2
"Alhamdulillah ternyata pihak dana mempercayai saya ,,saya sudah punya danapaylater . terimakasih sudah percaya dengan saya🥰",2
sipppp,1
semoga gak ada yang jail curi saldo Saya,1
oke juga,2
"selama saya pakai aplikasi ini sebagai dompet saya gk merasa kecewa"" tetapi 3bulan belakangan saya merasa kecewa berat"" karna uang saya berkurang sendiri"" memang tidak banyak cuma 5K rupiah"" tetapi saya kecewa bagaimana bisa kecolongan"" saya rasa perlu diperbaiki aplikasi ini terlebih dalam bidang keamanan"" mungkin uang saya yg hilang gk banyak"" tapi kepercayaan saya juga memudar jika keterusan""",0
Cikihg,2
mntag,0
"Aplikasi penguras uang, saldo terpotong entah apa, saldo hilang2, awal pake dana sangat membantu tapi makin lama kok makin merugikan, potong saldo semaunya, kadang katanya gratis ehh dipotong Rp 500, katanya admin Rp 2500 malah yang dipotong Rp 3000😤😡",0
Says kecewa karna Di akun says belum Ada Dana pyleter,0
Apk yang bagus,2
ok mantap,2
Sangat bagus,2
Op,2
sangat bagus,2
Pernah punya Dana,2
Mantap,2
Dana Yes,2
Saya suka rungkad kalo depo pake dana kesel dehh,2
Kurang bagus,0
baik,2
sangat membantu sekali. biaya admin juga tidak memberatkan.,2
semakin kesini tingkat keamanannya kurang.biasanya ada verifikasi wajah.verifikasi Pin.ini ada transaksi yang mencurigaan tidak ada verifikasinya.saldo hilang semua.payahh,0
sangat cocok,2
Sang at bagus,2
jos,0
lumayan sih,0
Ok,2
Saya suka dana,2
👍👍👍👍👍👍,1
Knapa ga bisa di buka,1
"Paylater ko masih belum dapat ya,, kenapa?",1
Aplikasinya sangat membantu🙏,2
"Nama user bukan nama saya, mau ganti tp tidak bisa",1
AONUDINHADIAH,1
Saldo saya hilang 500 ribu. Aplikasi dana ini tidak bagus TIDAK BERTANGGUNG JAWAB. MASAK DANA BISA KENO PENIPUAN GINI. SAYA MERASAKAN KERUGIAN.,0
nice,0
sangat puas,2
Mantap,2
Gk jelas aplikasi nya,1
semurna,2
Aku baru mencoba tapi kenapa lelet yaa kalau di pake,0
ok banget,0
mantap,2
Like,2
"Pengamanan aplikasinya kelek,sampe saldo saya ada yang ngambil",0
baik,2
mntap,2
Ok,2
Daftar gagal terus,0
ok,0
ok banget,0
"Buat teman2 yg ada saldo di akun dana, lebih baik segera di kosongkan. Dana tidak aman, saldo saya hilang begitu aja dicuri, katanya akun premium aman...saldo hilang tidak di ganti kerugian kita. Selamat tinggal dana setelah sekian lama sy gunakan, selah ini tidak akan pernah lagi.",0
Mantul,0
Kereeennnnnnnnn,1
membantu,2
nice app,2
sangat bagus,2
ok,0
Sayang yah gada paylater di akun dana semoga saja ke depan nya ada,1
giliran di unggulin dari ovo sekarang tranfer lama ni aplikator mulai ga ada yg bener,0
"Mau masuk ga bisa padahal dah punya akun, tapi tiba tiba ilanggg, liat ke pengaturan ga bisa mulukkk, system sibuk, ayo lahhhh",0
Gak bisa buat akun... Bintang 1 mending pake apk e money yang lain..,0
kenapa sekarang lemot,0
merasa puas,2
Kembalikan uang saya yg hilang di ambil youngjoy. Gak ada notifikasi gak ada OTP uang bisa hilang tiba-tiba. Makin kesini makin gak jelas aplikasi dana ini,0
aplikasi dana memang mantap,2
bagus dan cepat..mudah digunakan,2
ok bos ka pake lag,0
"trim,s aplikasi dana sangat membatu.sy kasi bintang lima",2
baguss,2
bagus,2
Tolong admin diperbaiki lagi dong agar pengguna lebih mudah karena ini menyangkut dana ...karena top up dana satu juta kalau aplikasi lambat jadinya mau transaksi jadi ribet8...jelek banget sekarang lemotnya kaya siput gak sabar,0
Aplikasi parah bisa kena hack padahal katanya ada proteksi ini itu tapi nyatanya akun saya kebobolan 2.900.000 trus dari pihak dana tidak mau bertanggung jawab aplikasi taiiiiiiiiiiiiiiii udah jgn mau pake ini aplikasi bodong!!!!!!!,0
Baik,2
"Saldo gua 700 ribu HILANG dicuri, ada transaksi ghaib padahal gua tidak melakukan transaksi tersebut..Akhirnya PIHAK DANA LEPAS TANGGUNG JAWAB!! LEBIH BAIK HENTIKAN PAKAI DANA SEBELUM ANDA JADI KORBAN!!",0
baik,2
parah banget ngisi saldo 1 juta ga masuk aneh banget tolong ya pihak dana tanggung jawabnya,0
Bagus,2
Dana ok,2
oke,2
GK bisa d pake,2
mantap..,2
"Saya sangat berterimakasih,, Semenjak pake APK Dana,, Mau bayar apapun atau tf kemana'pun semakin Mudah,, Terimakasih APK Dana.",2
smoga apk ini slalu amanah.dan bisa d percaya ke amanannya,2
ada dendam..pembayaran ghoib,0
Jualan,2
"Saya sangat kecewa dengan apk dana ,,🥲 baru saja saldo saya di ambl oleh orang yg tidak bertanggung jawab dengan mengatasnamakn "" dana "" 🥲tolong pihak "" dana "" untuk memperketat lagi keamanan akun "" dana "" kami agar tidak di hack oleh orang orang yg tidak bertanggung jawab 🙂🥲 tiba"" ada riwayat transaksi pdhl saya tidak pernah transaksi ke manapun ,🥲 saldo saya pun habis 🥲",0
😊,1
Dana pokoknya the best,2
👍👍,2
.keamanannya gimana inii..niat hti diisi mau buat klrga..mlh lgsg ludess..pdhal belom tak kirim😭😭😭,0
acai lorr,1
"Kenapa dana saya keluar sendiri , dan tidak bisa masuk lagi , malah suruh masuk prangkat baru dana nya gabisa masuk gimana ini🔥🔥",0
mntaf,0
Kenapa gak bisa di buka malah kembali lagi.,0
good,0
Salah isi saldo nmr tdk terdaftar tapi uang gabisa balik mending yg aman aman aja di bank.,1
ok sekali,0
"Uang tiba2 hilang, saya berharap pihak dana bisa bertanggung jawab",1
tidak bisa kirim uang kenapa ya.?,0
Kembalikannn uangg syaa 10jt hangusss seketika!!! Ga ada yg tanggung jawab.. cs pun ga ada gunanya,0
Kirim uang nga masuk ke no.tujuan..,1
sejauh ini masih baik-baik saja,2
lumayan membantu☺️,2
"minimnya keamanan, saya ketipu dan tidak ada tindak lanjut dari dana, kecewa",0
"halo, ini kenapa ya dana saya sudah 2 minggu tidak bisa dipakai. bisa masuk tapi gabisa akses, katanya jaringan jelek padahal jaringan saya bagus. update juga sudah, mohon bantuannya ya. saya ingin pakai saldonya 😔😔",2
"Saya aka uninstal apk ini,benar2 tdak brtanggung jawab atas konsume,karna akun konsumen di bobol prang tidak brtanggu jawab.",1
Sangat lemot respon nya,0
"murah, cepat",2
Aplikasi nya jelek bnget katanya aman tapi tetep aja kebobolan 👎,0
Kecewae banget saldo ilanh ga ada respon. Tiba-tiba log out sendiri. Pas coba masuk suruh login kembali masukin nomor telpon sama pin ternyata saldo nya udah ilang. Hadehhh customer service nya sama sekali ga respon sama laporan. Semakin kesini semakin males pakai dana.,0
apk nya bangus,0
Sipzzz,0
oke bagus,2
Oke,0
"Saldo danaku hilang karna akunku di bajak orang, udah bikin laporan riwayat transaksi tapi saldoku ngga bisa balik lagi.",0
"Tolonglah, liat riwayat transaksi gabisa leled udah ribet harus bolak balik vermuk, notifnya sudah tidak keluar. Entahlaah",0
"Apk tidak aman, mudah di kendalikan oleh pihak lain",0
sangat baik dan membantu sekali,2
baik,2
"saldo di dana bisnis ku ngga bisa diambil padahal yang sebelum² nya bisa,udah ngga masa proses juga,pokoknya pas mau vrf muka gagak teruss plis pihak dana segera ditangani",1
Susah gak bisa login semua sesuai nomor sudah pin sudah tapi tetap saja tidak bisa teman teman saya bisa tapi saya tidak bisa,0
Aku dak bisa masuk Ter lalu ruwet,0
"Nomor Telpon yang di isi pulsa ga bisa di hapus, kadang salah isi nomor",1
Memuaskan,2
"banyak manfaatnya ,good 👍",2
mantap,2
"Kecewa top up dana via m-banking BCA gak masuk, padahal notifikasi dari pihak bank sukses... Gak lagi deh mau pake DANA. Niat mau invest di DANA emas. Jadi gak berminat lagi. Jujur kecewa",0
padahal dana saya sudah premium ko balik lagi ke dana biasa kenapa y,0
sangat optimal transaksi di dana,2
mantap,2
Aplikasi yang bagusss,2
maaf mau tanya apakah dana memang ngadain fitur dana paylater,1
"Hati-hati jangan pernah beli pulsa di dana, 2x saya isi pulsa ga masuk. malah dimakan sama pihak dana. terima kasih",0
trimaksi dana smoga sukses,2
mantab,2
bagus,2
"Kecewa uang ga bisa di tarik,mau di upgrade ga bisa tolong ubah penarikan tunai menjadi biasa saja jangan premium",0
mantap pokok nya,2
keren,2
"Akun dana sudah premium, tapi berubah lagi ke yg biasa, upgrade ulang ke premium lagi tapi gagal terus",0
MANTAP,1
Saya susah verifikasi gagal mulu padahal sudah benar KTP nya mau chat opratos gak bisa malah gak ada layanan pengaduan ribet padahal udah ada saldonya mau ditarik gak bisa,0
"Aplikasi tidak bisa di hapus akunnya , jangan gunakan aplikasi ini!!!",0
Mau klaim hadiah 50ribu gagal mulu,0
Mohon data aku terjaga jangan,0
memudahkan segala nya untuk pembayaran apapun,2
"Kalau mau upgrade ke premium harus pake KTP, kalo KTP rusak atau tidak jelas ada opsi lainke pake SIM ke. Ini udah gitu butu pe'a ga bisa upgrade ke premium",0
Beli pulsa di dana. Transaksinya gagal. Jelas2 history nya ga ada uang refund Atau penambahan uang dibilang uang udah masuk. Berkali2 komplain tetep keukeuh uangnya udah masuk. Payah nih dana!!!,0
mantap man,2
"masalah tidak selesai"" dan ini apk dana makin gak jelas",0
Mau buat akun otp nya dmsukan malah gk bisa,1
verygood,2
kurang bagus selalu lemot,0
cepat,2
Amanah,2
"saya tidak bisa upgrade premium dengan alasan nik tidak sesuai, padahal nik KTP saya benar dan bisa digunakan di beberapa aplikasi",0
Apaan ngecek aktifitas aja lama nya minta ampun,0
"Dana sudah ga aman, uang saya tiba"" Ngirim uang 650 ke orang ga dikenal saya WA nomor tersebut ga respon, saya lapor ke dana diana jawabannya saya tidak mengerti masalah anda, sama sudah email blm ada tanggapan",0
Kok sekarang gak gratis pengiriman lebih 50 RB?,0
sering eror padahal jaringan bagus hp lancar,2
"Dana semakin ke sni semakin kacau uang saya tiba"" Ngilang dah tutup aj dana",0
sangat cocok,2
Kok gk bisa di buka bos waktu di perbarui,1
mantappppppp,2
Niat bikin aplikasi ga si masa org mau upgrade premium aja dipersulit kocak kocak hangus lah uang saya d dalam ga bisa d tarik org mau up ke premium aja susahnya minta ampun padahal saya sudah lengkap persyaratan nya mohon di perbaiki lagi apk ga jelas Selagi masi belum d perbaiki maaf saya pindah ke aplikasi sebelah aja disini ribet mau up Prem aja berbelit belit,0
"bagus,",2
Mohon di perbaiki saya tidak bisa transper,0
Top up behasil giliran mau pembayaran aplikasi indihome sudah kepotong otomatis di sistem indihome belum kebayar komplain cs ya bot payah,0
tolong dong kenapa akhir akhir ini suka keluar sendiri sampe saya disuru login lagi terus pas login ada tulisan akun sedang di proteksi kecewa sama dana yang sekarang semakin di update semakin gajelas,0
"Akun dana na sangat bagus, sangat membantu",2
Beli voucher ga bisa di pake🤒,1
sangat membantu,2
trimakasih pengiriman cepat.,2
mantul,2
aplikasinya mantap banget,2
Kereeennnnn,2
"Sejauh ini tdk mengecewakan dan saat melakukan transaksi diberikan waktu yg ditentukan sehingga jika transaksi melewati batas waktu yg ditentukan , aplikasi ini memberikan kompensasi sehingga pelanggan merasa terpuaskan...trm ksh developer aplikasi, maju dan sukses terus",0
bagus,2
Tidak bisa di update,0
bagussekali,2
sangat bagus,2
Sant membantu,2
memudahkan buat setor..mntaapppp,2
bagus,2
gooood,2
Apl dana sudah saya update 3 hari lalu masa di suruh update lagi.trus saya login play store kagak jumpa tulisan update malah bertuliskan buka doang. Masuk lagi ke apl dana balek muncul tulisan anda perlu update persi terbaru.,0
ok,0
"Busuk.. Mau update nomor yg hilang aja, di persulit",0
Saya ganti nomer mau jadi akun premium lagi. Udah chat ke dana nya tapi sama aja penanganan nya lama. Katanya udah dicabut prium dari nomer yang dulu tapi daftar nomer yang ini tidak bisa. Mkasdnya apa ya.,0
Buka youtube lancar.. Buka aplikasi lo ngeleg. Aplikasi tolol,2
"Tia mau kirim saldo, selalu gagal. Gak rekomen. Mending pakai ovo, laporan keluhan selalu tidak ditanggapi",0
ok,0
cakeppp,0
ok sangat membantu dan mudah,2
bgus,0
sangat bermanfaat buat transaksi,2
mantap,2
sangat membantu,2
best app,2
Download nya lama banget,0
bagus,2
Dana adalah penyimpan uang ku,1
sangat membantu dan byk bonus nya. trimaksih XL,2
"Terlanjur top up tapi tidak bisa transfer karna data ktp masih aktif di akun dari hp saya yang sudah hilang, sudah ngikutin prosedur dari lapor kehilangan pindah akun dll. Tetep tidak disetujui, terus uang saya gimna gk bisa buat transaksi selain bayar listrik, pdhal itu lagi butuh banget mohon bantuannya",0
sangat mempermudah jika akan tf,2
pas,0
good,0
good Bagus Bermanfaat,2
"Jelek, ga bisa didaftar katanya jaringan bermasalah padahal jaringan saya baik"" aja",0
sangat baik dan puas🥰,2
bagus,2
Gimana sih cara log in nya Sllu coba lagi dan gagal lagi,0
sangat membantu,2
sangan membantu,2
Saya pakai samsung tapi dipotong saldo saya untuk bayar apple!! Kocak!! Auto un install,0
Tidak dpt di instal,1
Bagus sekali,2
👍👍👍👍,1
Keren,2
sangat membantu,2
efektif,2
siiip,0
"cepat, sangat membantu sesuai kebutuhan",2
baik sekali,2
manap,2
SETELAH UPDATE MALAH TIDAK BISA KIRIM UANG KE REK. BANK.... APLIKASI MAKIN LAMA BUKAN MAKIN BAIK MALAH MAKIN EROR,1
transfer ke rekening sangat cepat terima kasih dans,2
"Saya gk suka,,dengan aplikasi dana ini,ribet",2
tidak bisa di donwlod,0
baik,2
Dana gk jelas gua buat laporan uang ilang di dana gk ada respon ok biariiin di bulan brikut nya gua selesay top up dana malah akun gw di bekun trus buat laporan sana sini lambat responnya sape sekarang dana gw masi di tangguh kn gk bisa di buka gw dh tlpon abis pulsa banyak tapi tetep nihil gk ada kejelasan,0
keren dan cepat,2
Dana saya ko gak dikasi paylater sih,0
Sangat ber manpaat buat saya,2
Bagus sekali,2
sangat membantu sekali dana cicil nya,2
🤩🤩🤩🤩🤩🤩,1
Mantap,2
udahh jangan download apk dana ni kalo ga mau kehilangan uang di apk ini sedikit saran aja!,0
App ngak guna uang Raib entah kemana,1
bagus untuk yg ingin mengumpulkan uang di dana atau mengirim uang,2
Mau ngirim muncul tulisan sistem sedang sibuk terus. Cacad emang nih apk pindah ovo aja,0
ga bisa jd dana premium,1
buat nabung kecil kecilan,0
dana is the best,2
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍😎😎😎,2
memudahkan bertransaksi nggak harus ke bank,2
apakah bener akan menghasilkan uang di dana ini saya baru belajar tolong bantuan nya dan arahan nya terima kasih...,1
Matap,2
Jgn percaya sama dana dompet digital emang sengaja itu biar yg punya saldo di embat semua...lebih bagus pakai ovo dompet digital aja lebih baik dan cepat...kok mau kalian ketipu entar yg baru masuk juga akan mengalami nya....penipu masak udah di masukkan no hp gak bisa juga....sengaja ini semua....tolong OJK di pantau Dana dompet digital ini udah byk korbannya,0
membantu banget buat aku yang gabisa pake atm,2
Saya tidak bisa upgrade akun ke premium minta bantuan sama cs sangat tidak membantu akun saya sudah ada saldo 1jt namun saya tidak bisa transfer,0
Kecewa bgtt masa udah login berkali kali ttp aja tulisannya masalah keamanan!!,0
Ok,2
sangat berguna,2
"Baru di unduh, ko langsung update, apa pak ini mau buat update aja kali ya,??!",1
mantap sekali,2
"Nggak bisa login, padahal udah diulang² bbrp kali.",0
puas,2
Sangat baik,2
mantap,2
QR dana bisnis lama amat keluarnya,0
ga pkai lama mantul,0
jossss,2
Harus lebih bagus,2
Mantap,2
SANGAT BERGUNA,1
bagus sekali mempermudah transaksi,2
Saldo ku ilang,0
bagus,2
"Kenapa sangat susah untuk di gunakan ,terkadang susa untuk membuka aplikasi nya tolong di perbaiki lagi",0
good,0
sangat membantu,2
Disuruh masukin kode otp padahal sudah sesuai tapi ga bisa terus,1
saya udah lama menggunakan dana saya sangat puas,2
membuat mudah,2
baik,2
Bru update LG,1
mantap,2
mantol,0
Akunnya sangat membantu,2
sangat membantu,2
kenapa dana saya tidak bisa di update ketika sy ingin tarik tunai? padalah apk nya menyuruh untk update tp ketika sy klik update tidak ada tulisan update nya di play store. mohon konfirmasi nya,1
alhamdulillah layanan yang ok,2
Sangat buruk...kita mau TF uang dari dana gak bisa harus d upgrade dulu kata nya pas di upgrade gagal terus..dasar apk GK jelas,0
ok,0
Bintang 5,2
Dana kacau uang saya hilang 500 ribu ga ada balik sampe sekarang jangan ada yang pake dana lagi guys aplikasinya gajelas uang saya ilang 500,0
"jangan pakai aplikasi ini lagi, karena aplikasi ini mudah di hack, uang saya hilang, uninstall saja aplikasi ini aplikasi buruk",0
Bangsat,0
good,0
Sekarang sulit tarik dana,0
Tdk bisa daftar ini aplikasi padahal udah nomor aktif ngk masuk2 kodenya,1
mantap selalu gratis admin,2
sangat membantu,2
bagus cepet gak ribet mantap,2
lumayan lah,2
keyeeen,2
akun dana mudah di hackk uang tdk bisa kembali bahayaa rugi pakai dana keamanan sistem rentan mudah di bobol parah tdk ada tanggung jawabnya,0
